1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,,
Feverfew,Chrysanthemum Parthenium Extract,Feverfew; Tanacetum Parthenium Extract; Wild Chamomile; Featherfew; Bachelor's Buttons,Moderate Risk,Moderate Risk,Active,Anti-inflammatory and soothing properties,,0,Unavailable,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,1,0,1,0,0.2,0.2,0,,,,,
Coconut Alcohol,Coconut Alcohol,Coconut Alcohol; Coconut Fatty Alcohol; Coconut Alcohol (Coconut-derived fatty alcohol),Low risk,Low risk,"Emollient, Emulsifier, Stabilizer",,,"Unknown, likely low (0-1)",Unavailable,,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,-0.2,,0,,0,,0,,0,,0,,-0.2,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,,,,,
Populus Tremuloides (Aspen) Bark Extract,Populus Tremuloides Bark Extract,Populus Tremuloides (Aspen) Bark Extract; Aspen Bark Extract; Trembling Aspen Extract,Low risk,Low risk,Active,,,"Unknown, likely low (0-1)",0.02%-3%,0.02%-3%,0.02%-3%,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0.2,0,0,0,0.2,0,,0,,,,,
Rosa Canina (Rose Hip) Seed Extract,Rosa Canina Seed Extract,Rosa Canina (Rose Hip) Seed Extract; Rose Hip Extract; Dog Rose Extract,Low risk,Low risk,"Active, Emollient, Antioxidant",,https://www.cir-safety.org/sites/default/files/Rosa%20canina.pdf,1,0.00029-0.1,0.0005-1.5,,,,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Rosa Canina (Rose Hip) Seed Extract: Rich in antioxidants and fatty acids, helping to calm inflammation and support skin repair for rosacea.",1,"Rosa Canina (Rose Hip) Seed Extract:
Contains vitamin C and antioxidants, which help brighten the skin and reduce pigmentation. It also supports skin regeneration, which can help with uneven skin tone.",0.2,,0.2,,0.2,,0.2,,1,"Rich in essential fatty acids and antioxidants like vitamin C, rosehip seed extract boosts collagen production and repairs damaged skin, improving firmness and elasticity. It also helps reduce the appearance of fine lines and sagging.",0.2,,0.2,,1,"Rose hip seed extract contains natural Vitamin C and essential fatty acids, helping to brighten the skin and reduce dullness. It also promotes skin regeneration and offers antioxidant benefits.",0.2,,0.2,,1,1,0,0.2,0,0.2,0.2,1,,1,,,,,
Leontopodium Alpinum (Edelweiss) Meristem Cell Culture,LEONTOPODIUM ALPINUM MERISTEM CELL CULTURE,Leontopodium Alpinum (Edelweiss) Meristem Cell Culture; Edelweiss Extract; Edelweiss Stem Cell Extract,Low risk,Low risk,Active,,,"Unknown, likely low (0-1)",Unavailable,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0.2,,0.2,,,,,
Hydrogenated Soybean Oil,Hydrogenated Soybean Oil,Hydrogenated Soybean Oil; Hydrogenated Soybean Oil (Hydrogenated Soybean Fat); Hydrogenated Soybean Oil (Soybean Oil; Hydrogenated),Low risk,Low risk,"Emollient, Active",,,0-2,60%,60%,60%,,,0.2,0.2,0,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0.2,,-0.2,,0.2,,-1,,0.2,,0.2,,0,,0,,0.2,,0.2,,0,,0.2,0.2,0,0,0,0,0,0.2,,0.2,,,,,
Rosa Rubiginosa Seed Oil,Rosa Rubiginosa Seed Oil,Rosa Rubiginosa Seed Oil; Rosehip Seed Oil; Rosa Mosqueta Oil,Low risk,Low risk,Emollient,,,1,Unknown,,,,,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,1,,0.2,,0.2,,0.2,,0.2,,1,"Similar to rosehip oil, this oil is rich in fatty acids and vitamins, which aid in skin regeneration and help restore elasticity and firmness.",0.2,,0.2,,0.2,,0.2,,0.2,,1,1,0,0.2,0,0.2,0,0.2,,1,,,,,
Salvia Hispanica Seed Oil,Salvia Hispanica Seed Oil,Salvia Hispanica Seed Oil; Chia Seed Oil; Chia Oil; Supercritical Chia (Salvia Hispanica) Seed Oil; Chia Seed Oil; Chia Oil,Low risk,Low risk,Emollient,,https://theskinsciencecompany.com.au/products/chia-seed-oil,0-1,2-5%,2-5%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,-0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,1,1,0,0.2,0,0.2,0.2,0.2,,0.2,,,,,
Avena Sativa (Oat) Bran Extract,Avena Sativa Bran Extract,Avena Sativa (Oat) Bran Extract; Oat Bran Extract; Oat Extract,Low risk,Low risk,"Active, Emollient, Humectant",,,0,0.20%,0.20%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,"0.2,1",1,0,1,0,0.2,0.2,0.2,,0.2,,,,,
Amyris Balsamifera Bark Oil,Amyris Balsamifera Bark Oil,Amyris Balsamifera Bark Oil; Amyris Oil; West Indian Sandalwood Oil,Low risk,Low risk,"Fragrance, Emollient",Marked WORST on Paula's Choice,,"Unknown, likely low (0-1)",1%,1%,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-6,,0,,-0.2,,0,,-0.2,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,0.2,,,,,
Canarium Luzonicum Gum Oil,Canarium Luzonicum Gum Oil,Canarium Luzonicum Gum Oil; Elemi Oil; Canarium Oil,High risk,Moderate risk,"Fragrance, active",,"https://www.nhrorganicoils.com/uploads/20181011132616e_Elemi_Wild_SDS.pdf
https://www.ewg.org/cleaners/substances/7816-CANARIUMLUZONICUMELEMIGUMNONVOLATILES/
https://www.ewg.org/skindeep/ingredients/717404-CANARIUM_LUZONICUM_ELEMI_GUM_NONVOLATILES/","Unknown, likely low (0-1)",1%,1%,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-1,,0,,0.2,,0,,-0.2,,0.2,,0.2,,0,,0,,0,,0,,0.2,,0,0,0,0,0,0,0.2,0,,0.2,,,,,
Citrus Limon (Lemon) Leaf Oil,Citrus Limon Leaf Oil,Citrus Limon (Lemon) Leaf Oil; Lemon Leaf Oil; Lemon Essential Oil,High risk,High risk,"Fragrance, Active",,https://www.cir-safety.org/sites/default/files/citrus_2.pdf,2,0.0001%-1.2%,0.0001%-1.2%,,,,0.2,-0.2,0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,-1,,-1,,0.2,,-6,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0.2,0.2,,-6,,,,,
Vaccinium Macrocarpon (Cranberry) Fruit Extract,Vaccinium Macrocarpon Fruit Extract,Vaccinium Macrocarpon (Cranberry) Fruit Extract; Cranberry Extract; Cranberry Fruit Powder,Low risk,Low risk,"Active, Antioxidant",,https://www.paulaschoice.com/ingredient-dictionary/ingredient-vaccinium-macrocarpon-fruit-extract.html?srsltid=AfmBOoqImoTW96likc1VfeBeBJiQK8_GtYYc41crvjMIAuVtUoTDcCeW,0,0.1–10%,0.1–10%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0.2,0,0,0,0,0.2,0.2,,0.2,,,,,
Primula Veris Flower Extract,Primula Veris Flower Extract,Primula Veris Flower Extract; Cowslip Extract; Primrose Extract,Low risk,Low risk,Active,,https://coniuncta.com/en/products/primel-s-schlusselblume-extrakt?srsltid=AfmBOoqj0bI1HhFiz5-I8qEaiDqEYXP2-4yjpnUkNx4oLk1wcTh7d6yF,"Unknown, likely low (0-1)",2-5%,2-5%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,,0,,0.2,,0,,0.2,,0.2,,0,0,0,0,0,0,0,0,,0,,,,,
Citra_,Citra_,Citra_; Citra (may refer to a brand or specific formulation context),High risk,High risk,Active,,,0,0.01%,0.00%,,,,0,-0.2,-0.2,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,-1,,0,,-0.2,,-0.2,,0,,0,,0,,0,,-0.2,,0,,0,,-0.2,,0,0,0,0,0,0,0,0,,0.2,,,,,
Isoamyl Laurate,Isoamyl Laurate,Isoamyl Laurate; Isoamyl Dodecanoate; Isoamyl Laurate (ester),Low risk,Low risk,"Emollient, Solvent",,,"Unknown, likely low-moderate (1-2)",2-20%,2-7%,,,,0,0.2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0,,0.2,,0,,0,0,0,0,0,0,0,0,,0,,,,,
N-Prolyl Palmitoyl Tripeptide-56 Acetate,N-Prolyl Palmitoyl Tripeptide-56 Acetate,N-Prolyl Palmitoyl Tripeptide-56 Acetate; Tripeptide-56 Acetate,Low risk,Low risk,Active,,https://www.paulaschoice.com/ingredient-dictionary/ingredient-palmitoyl-tripeptide-5.html?srsltid=AfmBOopersB4TJbfGMvY2YCOtaAbtAf1ieItDTk0RGBctZI0L0h0hyps,0,1-3%,1-3%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0.2,,0.2,,0.2,,0,,0.2,,1,"This peptide stimulates the production of collagen and elastin, making it effective at improving skin firmness and elasticity. It is used in anti-aging formulations to improve skin density and reduce sagging.",0.2,,0,,0.2,,0.2,,0.2,,0,0,0,0,0,0.2,0.2,0.2,,1,,,,,
Acacia Senegal Gum,Acacia Senegal Gum,Acacia Senegal Gum; Gum Arabic; Acacia Gum,Low risk,Low risk,"Thickener, Emulsifier",,https://www.cir-safety.org/sites/default/files/Acacia.pdf,0,0.00001-26.7% ,0.00001-26.7% ,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0.2,,0.2,,0.2,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,,,,,
Sodium Gluconate,Sodium Gluconate,Sodium Gluconate; Sodium Salt of Gluconic Acid; Gluconate,Low risk,Low risk,Chelating Agent,,,1-2,0.1–1.0%,0.1–1.0%,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,,,,,
Citrus Grandis (Grapefruit) Fruit Extract,Citrus Grandis Fruit Extract,Citrus Grandis (Grapefruit) Fruit Extract; Grapefruit Extract; Grapefruit Seed Extract,Moderate risk,Moderate risk,"Active, Exfoliant",,,2,15%,15%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,-0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0.2,-0.2,,0.2,,,,,
Citrus Aurantifolia (Lime) Peel Extract,Citrus Aurantifolia Peel Extract,Citrus Aurantifolia (Lime) Peel Extract; Lime Peel Extract; Lime Oil,Moderate risk,Moderate risk,"Active, Exfoliant",,,0-1,5–10%,5–10%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,-1,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0.2,-0.2,,0,,,,,
Prunus Armeniaca (Apricot) Fruit Extract,Prunus Armeniaca Fruit Extract,Prunus Armeniaca (Apricot) Fruit Extract; Apricot Extract; Apricot Kernel Extract,Low risk,Low risk,"Active, Exfoliant",,,0-1,2–5%,2–5%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,1,"Rich in vitamins and antioxidants, apricot extract helps improve skin radiance by nourishing and revitalizing the skin. Its vitamins A, C, and E content contributes to a brighter, healthier complexion.",0.2,,0.2,,0,0.2,0,0,0,0.2,0.2,1,,0.2,,,,,
Mangifera Indica (Mango) Fruit Extract,Mangifera Indica Fruit Extract,Mangifera Indica (Mango) Fruit Extract; Mango Extract; Mango Fruit Powder,Moderate risk,Low risk,Active,,,0-1,0.50%,0.50%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-1,,1,"Mangifera Indica (Mango) Fruit Extract: Rich in antioxidants and vitamin C, mango extract can help brighten the skin and improve skin tone.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,1,"Mango extract contains Vitamin A and beta-carotene, which improve cell turnover and brighten dull skin. It also hydrates and nourishes the skin, enhancing its overall radiance.",0.2,,0.2,,0.2,0.2,0.2,0.2,0,0,0.2,1,,0.2,,,,,
Rubus Idaeus (Raspberry) Fruit Extract,Rubus Idaeus Fruit Extract,Rubus Idaeus (Raspberry) Fruit Extract; Raspberry Extract; Raspberry Fruit Powder,Low risk,Low risk,Active,,,"Unknown, likely low (0-1)",1-2%,1-2%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0.2,0.2,,0.2,,,,,
Cucumis Melo Cantalupensis Fruit Extract,Cucumis Melo Cantalupensis Fruit Extract,Cucumis Melo Cantalupensis Fruit Extract; Cantaloupe Extract; Cantaloupe Fruit Powder,Low risk,Low risk,Active,,,"Unknown, likely low (0-1)",1-2%,1-2%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,1,"Melon extract is packed with antioxidants and vitamins that help protect the skin from environmental stressors and oxidative damage, which can cause dullness. It aids in skin hydration and contributes to a fresher, more radiant appearance.",0.2,,0.2,,0.2,0,0,0.2,0,0,0,1,,0.2,,,,,
Impatiens Balsamina Flower Extract,Impatiens Balsamina Flower Extract,Impatiens Balsamina Flower Extract; Balsam Flower Extract; Touch-Me-Not Extract,Low risk,Low risk,Active,,,"Unknown, likely low (0-1)",0.0001%-3%,0.0001%-3%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,,0,,,,,
Hydrogenated Ethylhexyl Olivate,Hydrogenated Ethylhexyl Olivate,Hydrogenated Ethylhexyl Olivate; Hydrogenated Olive Oil; Ethylhexyl Olivate (Hydrogenated),Low risk,Low risk,Emollient,,,0,4-15.5%,4-15.5%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0,,0,,0.2,,0.2,,0,,0.2,0.2,0,0,0,0,0,0.2,,0.2,,,,,
Zingiber Officinale (Ginger) Root Extract,Zingiber Officinale Root Extract,Zingiber Officinale (Ginger) Root Extract; Ginger Extract; Ginger Root Oil,Low risk,Low risk,Active,,,"Unknown, likely low-moderate (1-2)",5-5%,5-5%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0.2,0,0.2,0.2,0.2,,0,,,,,
Hydrogenated Olive Oil Unsaponifiables,Hydrogenated Olive Oil Unsaponifiables,Hydrogenated Olive Oil Unsaponifiables; Hydrogenated Olive Unsaponifiables; Olive Oil Unsaponifiables,Low risk,Low risk,Emollient,,https://www.formulatorsampleshop.com/fss-olive-sil.html,2, 1-25%, 1-25%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0,,0,,0.2,,0.2,,0.2,,1,1,0,0,0,0,0,0.2,,0.2,,,,,
Mirabilis Jalapa Callus Extract,Mirabilis Jalapa Callus Extract,Mirabilis Jalapa Callus Extract; Four O'Clock Flower Extract; Marvel of Peru Extract,Low risk,Low risk,Active,,,"Unknown, likely 0-1",Unknown,Unknown,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0.2,0,0.2,0,0,,0.2,,,,,
Lespedeza Capitata Flower/Leaf/Stem Extract,Lespedeza Capitata Flower/Leaf/Stem Extract,Lespedeza Capitata Flower/Leaf/Stem Extract; Lespedeza Extract; Lespedeza Capitata Extract,Low risk,Low risk,Active,,,"Unknown, likely 0-1",Unknown,Unknown,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,,0.2,,,,,
Gardenia Jasminoides Meristem Cell Culture,Gardenia Jasminoides Meristem Cell Culture,Gardenia Jasminoides Meristem Cell Culture; Gardenia Extract; Gardenia Cell Culture Extract,Low risk,Low risk,Active,,,"Unknown, likely 0-1",0.5 %,0.5 %,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,,0.2,,,,,
Crocus Chrysanthus Bulb Extract,Crocus Chrysanthus Bulb Extract,Crocus Chrysanthus Bulb Extract; Golden Crocus Extract; Crocus Extract,Low risk,Low risk,Active,,,"Unknown, likely 0-1",0.4–2%,0.4–2%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0,,0.2,,0.2,,1,"This extract is touted for its ability to improve cell communication and regeneration, promoting firmer, more youthful skin. It is used in anti-aging formulations to reduce the appearance of fine lines and wrinkles, though it is not as widely studied as top anti-aging ingredients.",1,"This extract supports skin regeneration and improves cell communication, which can enhance skin firmness and reduce the appearance of wrinkles. It is moderately effective in restoring skin elasticity.",0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0.2,0.2,0.2,,1,,,,,
P-Anisic Acid,P-Anisic Acid,P-Anisic Acid; 4-Methoxybenzoic Acid; p-Methoxybenzoic Acid,Moderate risk,Low risk,"Fragrance, preservative, active",,,"Unknown, likely 0-1",0.05%-0.3%,0.05%-0.3%,,,,0,0,0.2,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,0.2,"P-Anisic acid works by inhibiting tyrosinase activity, which is the enzyme responsible for the production of melanin, the pigment responsible for skin color",0.2,,0,,0,,0,,0,,0.2,,0.2,,0,,0,,0.2,,0,0,0,0,0,0,0,0.2,,0,,,,,
