1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
Pseudoalteromonas Ferment Extract,"Pseudoalteromonas Extract, Pseudoalteromonas Ferment Filtrate",Pseudoalteromonas Ferment Extract,Active,Low risk,,,Low,Active,"Antioxidant, skin repair.",0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0,,0.2,,0,,0.2,,,,0.2,,0.2,,0.2,,0.2,,0,,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0,0.2,1,,0,0,0,0,0,0,0.2,1,0,0.1 - 2%,
Hydroxypalmitoyl Sphinganine,"Hydroxypalmitoyl Sphinganine, Hydroxypalmitoyl Sphinganine",Hydroxypalmitoyl Sphinganine,Active,Low risk,,,Low,Active,Antioxidant,0,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0.2,0,0.2,0,,0,0,0,0,0,0,0.2,1,1,0.5 - 2%,
Diphenylsiloxy Phenyl Trimethicone,"Diphenylsiloxy Phenyl Trimethicone, Phenyl Trimethicone",Diphenylsiloxy Phenyl Trimethicone,Inactive,Low risk,,,Low,"Emollient, Texture Enhancer",,0,0,0,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0,,0,,0,,0.2,,0,,0.2,,0,,0,,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1 - 5%,
Belamcanda Chinensis Root Extract,"Iris Root Extract, Belamcanda Chinensis Extract",Belamcanda Chinensis Root Extract,Active,Low risk,,,Low,Active,,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0.2,,0.2,,0,,0.2,,0.2,,0,,0,,0.2,,0.2,,0.2,,0,0,0,0,0.2,0.2,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0,1,0,0,0.2,0,0,0,0,0,0,0.2,1,0,0.1 - 2%,
Rosa Multiflora Fruit Extract,"Rosa Fruit Extract, Rosa Multiflora Extract",Rosa Multiflora Fruit Extract,Active,Low risk,,,Low,Active,,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0.2,1,0,0.1 - 2%,
Houttuynia Cordata Extract,"Houttuynia Extract, Houttuynia Cordata Herb Extract",Houttuynia Cordata Extract,Active,Low risk,,,Low,Active,,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,1,0,0,0,0,0.2,0.2,0,0,0,0.2,0,1,0,0,0.2,0,0,0,0,0,0,0.2,1,0,0.1 - 2%,
Sophora Angustifolia Root Extract,"Sophora Root Extract, Sophora Angustifolia Extract",Sophora Angustifolia Root Extract,Active,Low risk,,,Low,Active,Antioxidant,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0.2,0.2,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0.2,1,0.2,0,,0,0,0,0,0,0,0.2,1,0,0.1 - 2%,
Pistacia Lentiscus (Mastic) Gum,"Mastic Gum, Pistacia Lentiscus Gum",Pistacia Lentiscus Gum,Active,Low risk,,,Low,"Emollient, Occlusive Agent",Anti-inflammatory and astringent; beneficial for reducing redness and inflammation.,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0,,0,,0,,0.2,,0,,0.2,,0.2,,0,,0.2,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1 - 5%,
Peg-9 Polydimethylsiloxyethyl Dimethicone,"PEG-9 Polydimethylsiloxyethyl Dimethicone, Polydimethylsiloxyethyl Dimethicone",Peg-9 Polydimethylsiloxyethyl Dimethicone,Inactive,Low risk,,,Low,"Emollient, Occlusive Agent","Silicon-based emollient, perfect for dryness",0,0,0,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0,"Forms a breathable barrier on the skin, helping to prevent moisture loss.",0,"A silicone-based ingredient that provides a lightweight, non-greasy feel. It helps to smooth the skin's texture and can reduce shine by creating a matte finish.",0,,0,,0,,0,,0.2,,0.2,,0,,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - 5%,
Dimethicone/Peg-10/15 Crosspolymer,"Dimethicone/Peg-10/15 Crosspolymer, Dimethicone Crosspolymer",Dimethicone/Peg-10/15 Crosspolymer,Inactive,Low risk,,,Low,"Emollient, Occlusive Agent","Silicon-based emollient, perfect for dryness",0,0,0,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,1,"Creates a smooth, hydrating film on the skin to lock in moisture.",0,"This crosspolymer combines dimethicone with PEG for a lightweight, silky texture. It helps absorb excess oil and provides a matte finish, making it suitable for oily skin.",0,,0,,0.2,,0,,0.2,,0.2,,0,,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1,1 - 5%,Yes
Dimethicone/Phenyl Vinyl Dimethicone Crosspolymer,"Dimethicone/Phenyl Vinyl Dimethicone Crosspolymer, Dimethicone Crosspolymer",Dimethicone/Phenyl Vinyl Dimethicone Crosspolymer,Inactive,Low risk,,,Low,"Emollient, Occlusive Agent","Silicon-based emollient, perfect for dryness",0,0,0,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,1,Forms a protective barrier to prevent water loss from the skin.,0,"A silicone blend that offers a smooth application and helps control shine. It provides a soft-focus effect, reducing the appearance of oiliness on the skin.",0,,0,,0.2,,0,,0.2,,0.2,,0,,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1,1 - 5%,Yes
Titanium Dioxide,"TiO2, Titanium Dioxide",Titanium Dioxide,Inactive,Low risk,,,Low,"Colorant, Sunscreen",Sun protection and soothing; beneficial for rosacea due to its anti-inflammatory properties.,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0.2,,0,,0,,0,,0.2,,0.2,,0.2,,0.2,,0,,0,,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,1,1 - 10%,
Hadasei-3,-,Hadasei-3,Active,Low risk,,,Low,Active,,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0.2,,0.2,,0,,0.2,,0.2,,0,,0,,0.2,,0.2,,0.2,,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0,0,0,1,0.2,0,0,0,0,0,0,0.2,1,0,0.1 - 2%,
Vegetable Oil/Huile Végétale,"Vegetable Oil, Huile Végétale",Vegetable Oil/Huile Végétale,Active,Low risk,,,Low,"Emollient, Occlusive Agent",,2,0.2,0.2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0,,0,,0,,0,,0,,0.2,,0.2,,0,,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - 5%,
Cetyl Lactate,"Cetyl Lactate, Cetyl Lactate",Cetyl Lactate,Inactive,Low risk,,,Low,Emulsifier,,1,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0.2,,0.2,,0,,0,,0,,0.2,,0,,0.2,,0.2,,0,,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1 - 5%,
Caprylyl Caprylate/Caprate,"Caprylyl Caprylate, Caprylyl Caprate",Caprylyl Caprylate/Caprate,Active,Low risk,,,Low,"Emollient, Occlusive Agent",,1,0,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0.2,,0.2,,0,,0,,0,,0,,0.2,,0.2,,0,,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - 5%,
C12-16 Alcohols,"C12-16 Alcohols, C12-16 Alkanols",C12-16 Alcohols,Inactive,Low risk,,,Low,"Emollient, Solvent",,1,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2,,0.2,,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - 5%,
Macadamia Seed Oil Esters,"Macadamia Oil Esters, Macadamia Seed Oil",Macadamia Seed Oil Esters,Active,Low risk,,,Low,"Emollient, Occlusive Agent",,2,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0.2,,0,,0.2,,0.2,,0,,0,,0.2,,0.2,,0.2,,0.2,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,1 - 5%,
Glyceryl Stearate Citrate,"Glyceryl Stearate Citrate, Glyceryl Stearate",Glyceryl Stearate Citrate,Active,Low risk,,,Low,Emulsifier,,2,0,0,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0,,0.2,,0.2,,0,,0,,0.2,,0.2,,0.2,,0.2,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,1 - 5%,
Dilinoleic Acid/Propanediol Copolymer,"Dilinoleic Acid/Propanediol Copolymer, Dilinoleic Acid Copolymer",Dilinoleic Acid/Propanediol Copolymer,Inactive,Low risk,,,Low,"Emollient, Stabilizer",,1,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,1,"Dilinoleic Acid is an effective emollient that helps to address dryness by strengthening the skin's barrier function and improving moisture retention. As a fatty acid, it aids in maintaining skin hydration and can reduce the appearance of dryness over time by supporting the lipid barrier.",0,,0.2,,0.2,,0,,0,,0.2,,0.2,,0,,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,1 - 10%,Moderately effective
Squalene,-,Squalene,Active,Low risk,,,Low,"Emollient, Occlusive Agent",,1,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Squalene moisturizes and has anti-inflammatory properties that can help soothe and protect rosacea-prone skin.,0,,0.2,,1,A natural emollient that helps to restore and maintain skin hydration by forming a protective barrier to prevent moisture loss.,0.2,"Squalene is a natural emollient that hydrates the skin without being greasy. It helps balance oil production, making it suitable for oily skin types. Its lightweight nature prevents shine while providing necessary moisture.",0.2,,1,"Squalene is a natural emollient that hydrates the skin and improves elasticity. It helps maintain moisture levels and supports the skin barrier, which is essential for firm, elastic skin",0.2,A lightweight oil that may help improve texture without clogging pores. It doesn't directly reduce pore size but can contribute to overall skin health and hydration.,0.2,,0.2,,0.2,,1,"A natural lipid that hydrates and maintains skin barrier function without clogging pores. It mimics the skin's natural oils, helping to prevent transepidermal water loss and maintain moisture balance.",1,0,0,0,0,0,0,0,0,0.2,1,0.2,0,0,0,0.2,0,0,0.2,0,1,0,0,0,0,0,0,0.2,1,0,1 - 10%,Moderately Effective
Ophiopogon Japonicus Root Extract,"Ophiopogon Extract, Ophiopogon Japonicus Extract",Ophiopogon Japonicus Root Extract,Active,Low risk,,,Low,Active,,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0,,0.2,,0.2,,0,,0.2,,0.2,,0,,0.2,,0,0,0,0,0,1,0,0,0,0,0.2,0.2,0,0,0,0.2,0,1,0,0,0.2,0,0,0,0,0,0,0.2,1,0,0.1 - 2%,
Phytosteryl Sunflowerseedate,"Phytosteryl Sunflower Seedate, Phytosteryl Sunflower Seedate",Phytosteryl Sunflowerseedate,Active,Low risk,,,Low,"Emollient, Occlusive Agent",Emollient and skin barrier supporting; generally beneficial for maintaining hydration and reducing irritation.,1,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,1 - 5%,
Hydrolyzed Rice Protein,"Hydrolyzed Rice Protein, Rice Protein Hydrolysate",Hydrolyzed Rice Protein,Active,Low risk,,,Low,Active,,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0.2,,0.2,,0,,0,,0,,0,,0,,0.2,,0.2,,0,,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5 - 2%,
Hydrogenated Vegetable Glycerides,"Hydrogenated Veg Glycerides, Hydrogenated Vegetable Glycerides",Hydrogenated Vegetable Glycerides,Inactive,Low risk,,,Low,"Emollient, Occlusive Agent","Emollient; generally neutral to beneficial, helps in hydrating and smoothing the skin.",1,0,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0,,0,,0,,0,,0,,0.2,,0.2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - 5%,
Helianthus Annuus (Sunflower) Extract,"Sunflower Extract, Helianthus Annuus Extract",Helianthus Annuus Extract,Active,Low risk,,,Low,"Emollient, Active",Antioxidants and fatty acids,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,Helianthus Annuus (Sunflower) Extractc ontains vitamin E and other antioxidants beneficial for the overall skin health.,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,0.2,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0.2,1,0,1 - 5%,
Phytosterols,-,Phytosterols,Active,Low risk,,,Low,"Emollient, Active",Restores skin barrier,0,0.2,1,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0.2,,1,Phytosterols help to reinforce the skin barrier and improve moisture retention. They are effective in reducing dryness and improving skin elasticity.,0,,0.2,,1,"Phytosterols help restore the skin barrier and retain moisture, which can improve skin texture and elasticity. They have anti-inflammatory properties and can enhance the overall firmness of the skin.",0,,0.2,,0.2,,0.2,,0.2,,0.2,0.2,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0.2,0,1,1 - 5%,No
Amylopectin,-,Amylopectin,Inactive,Low risk,,,Low,"Thickener, Texture Enhancer",,0,0.2,0.2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0.2,,0,,0.2,,0.2,,0,,0,,0,,0,,0,,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.5 - 2%,
Bacillus/Soybean Ferment Extract,"Bacillus/Soybean Extract, Soybean Ferment Extract",Bacillus/Soybean Ferment Extract,Active,Low risk,,,Low,Active,Antioxidant,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0,,0.2,,0,,0,,0,,0.2,,0.2,,0.2,,0.2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,1,1,0.1 - 2%,
Folic Acid,"Vitamin B9, Pteroylglutamic Acid",Folic Acid,Active,Low risk,,,Low,Active,,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0.2,,0,,0,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0.2,1,0,0.1 - 2%,
Oligopeptide-1,"Small Peptide-1, Short Peptide-1",Oligopeptide-1,Active,Low risk,,,Low,Active,,0,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0.2,,0.2,,0.2,,1,"This peptide promotes collagen synthesis and skin regeneration, effectively reducing fine lines and wrinkles.",1,"By enhancing collagen production, it supports skin elasticity and firmness.",0.2,,0,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,0,0.2,0.2,1,0,0,0,0.2,0,0,0.2,1,1,0,0,0,0,0,1,1,0,0,0.5 - 2%,Yes
Hexapeptide-11,-,Hexapeptide-11,Active,Low risk,,,Low,Active,,0,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0.2,,1,This peptide helps improve skin texture and reduce the appearance of fine lines by promoting collagen synthesis.,1,It supports skin elasticity and firmness through its collagen-boosting effects.,0.2,,0,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,0,0.2,0,0,0.2,1,1,0,0,0,0,0,0,1,0,0,0.5 - 2%,Yes
Oligopeptide-3,"Small Peptide-3, Short Peptide-3",Oligopeptide-3,Active,Low risk,,,Low,Active,Supports skin repair and regeneration; beneficial for improving skin texture and reducing inflammation.,0,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0.2,,0.2,,1,This peptide promotes skin repair and may help reduce fine lines by enhancing collagen production.,1,It supports skin elasticity and firmness through its collagen-boosting effects.,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,0,0.2,0,0,0.2,1,1,0,0,0,0,0,1,1,0,0,0.5 - 2%,Yes
Oligopeptide-2,"Small Peptide-2, Short Peptide-2",Oligopeptide-2,Active,Low risk,,,Low,Active,Promotes skin repair; beneficial for reducing inflammation and improving skin texture.,0,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0.2,,0.2,,1,This peptide promotes skin regeneration and can help reduce fine lines by enhancing collagen production.,1,It supports skin elasticity and firmness through its collagen-boosting effects.,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,0,0.2,0,0,0.2,1,1,0,0,0,0,0,1,1,0,0,0.5 - 2%,Yes
Lithothamnion Calcareum Extract,"Lithothamnion Extract, Lithothamnion Calcareum Seaweed Extract",Lithothamnion Calcareum Extract,Active,Low risk,,,Low,Active,,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0.2,,1,"This marine extract is rich in minerals and may help improve skin texture, potentially reducing fine lines.",1,"Its mineral content can support skin health, indirectly aiding elasticity and firmness.",0,,0,,0.2,,0.2,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1 - 5%,Yes
