,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingredient name,Aliases,INCI Name,Active/Inactive,Allergen Potential,Single/Compound,Components,Risk of irritation,Role in formulation,Note,Comedogenic Rating,Normal,Dry,Oily,Combination,Not sensitive,A little sensitive,Moderately sensitive,Sensitive,Very sensitive,Extremely sensitive,Not acne prone,A little acne-prone,Moderately acne-prone,Acne-prone,Very acne-prone,Extremely acne-prone,Teen,20s,30s,40s,50s,60+,Vegetarian,Vegan,Gluten-free,Paleo,Nut-free,Soy-free,Latex-free,Sesame-free,Citrus-free,Dye-free,Fragrance-free,Scent-free,Rosacea,Description,Hyperpigmentation & Uneven skin tone,Description,Acne,Description,Dryness/Dehydration,Description,Oiliness & Shine,Description,Fine lines & Wrinkles,Description,Loss of Elasticity/firmness,Description,Visible pores & Uneven texture,Description,"Clogged pores, blackheads",Description,Dullness,Description,Dark circles,Description,Blemishes,Description
Rosehip,"Rosa Canina Seed Oil, Rosehip Oil, Rosa Rubiginosa Oil, Rose Hip",Rosa Canina Fruit Extract,Active,Low Risk,Single,0,Low Risk,"Active, Antioxidant","It can help heal acne scars, reduce inflammation, and improve skin tone and texture.",1,1,0.2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,Rosehip oil provides lightweight hydration and helps reduce redness and inflammation. It is beneficial for managing rosacea symptoms due to its calming effects on the skin.,0.2,,0.2,,0.2,,0.2,"Rosa Canina Fruit Oil helps balance sebum production and hydrate the skin, making it effective in managing oily skin and reducing shine.",0.2,,0.2,,1,"Rosehip oil is rich in vitamins A and C, which promote skin regeneration and improve texture. It helps minimize the appearance of pores and smooth uneven skin, leaving the complexion looking radiant and refined.",0.2,,0.2,,1,"Rosehip oil is rich in vitamins A and C, which brighten the skin and reduce pigmentation. It helps to lighten dark circles by promoting cell turnover and improving the overall radiance of the under-eye area.",0.2,
Rosa Canina Fruit Oil,"Rosehip seed oil, Rose hip oil, Rose haw oil, Rosa Canina Seed Oil",Rosa Canina Fruit Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Active","Skin barrier protection, Antioxidant, Moisturizing",2,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,"This oil is similar to rosehip oil and offers anti-inflammatory benefits, helping to soothe and heal rosacea-prone skin. It helps reduce redness and supports skin regeneration.",0,,0,,1,"Rosa Canina Fruit Oil provides lightweight hydration that helps to soften and smooth the skin. It’s effective in treating dryness and improving skin texture, making it ideal for maintaining soft, hydrated skin.",0.2,"Rose Hip Oil is lightweight and helps balance sebum production, making it effective in managing oily skin and reducing excess shine.",0.2,"Rosa Canina Fruit Oil offers similar benefits to rose hip oil, helping to reduce the appearance of fine lines and wrinkles by promoting skin regeneration and improving elasticity. It nourishes and protects the skin, enhancing its smoothness and firmness.",1,"Similar to rose hip oil, it restores skin elasticity and firmness by promoting collagen production and protecting against environmental stressors.",1,"Rosehip oil is rich in vitamins A and C, which promote skin regeneration and improve texture. It helps minimize the appearance of pores and smooth uneven skin, leaving the complexion looking radiant and refined.",0,,0.2,,1,"Rosehip oil is rich in vitamins A and C, which brighten the skin and reduce pigmentation. It helps to lighten dark circles by promoting cell turnover and improving the overall radiance of the under-eye area.",0,
Rose hip oil,"Rosa Canina Seed Oil, Rosehip Seed Oil, Rosa Rubiginosa Oil, Rose hip seed oil, Rosa Canina (Rosehip) Seed Oil, Rosehip Oil",Rosa Canina Fruit Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Active","Skin barrier protection, Antioxidant, Moisturizing",2,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Rose Hip Oil is effective in reducing redness and inflammation, providing hydration and promoting healing in rosacea-prone skin. It is well-suited for sensitive skin.",0,,0,,1,"Rose Hip Oil offers deep hydration and nourishment to the skin, making it effective in treating dryness and improving skin texture. It helps to lock in moisture and promote a soft, smooth complexion.",0.2,"Rose Hip Oil is lightweight and helps balance sebum production, making it effective in managing oily skin and reducing excess shine.",0.2,"Rose Hip Oil is effective in reducing the appearance of fine lines and wrinkles by promoting collagen production and improving skin elasticity. It also helps to protect the skin from environmental damage, making the skin look smoother and more youthful.",1,"Supports collagen production and improves skin elasticity, helping to firm the skin and reduce sagging.",1,"Rosehip oil is rich in vitamins A and C, which promote skin regeneration and improve texture. It helps minimize the appearance of pores and smooth uneven skin, leaving the complexion looking radiant and refined.",0,,0.2,,1,"Rosehip oil is rich in vitamins A and C, which brighten the skin and reduce pigmentation. It helps to lighten dark circles by promoting cell turnover and improving the overall radiance of the under-eye area.",0,
Rose Petals,"Rose Petals, Rosa Flower Petals, Rose Blossoms, Damask Rose Petals",Rosa Damascena Flower,Active,Moderate Risk,Single,0,High Risk,"Fragrance, Active",Can be irritating for sensitive skin,0,0.2,0.2,1,0.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-1,,-1,,0,,0.2,,0.2,Rose petals have astringent properties that help tighten pores and reduce oiliness. They’re effective in balancing oily skin and keeping it clear.,0.2,,0.2,,0.2,,-1,,-1,,-1,,0.2,
Fresh rose petals,"Rose Petals, Rosa Flower Petals, Rose Blossoms, Rose Flower Extract, Rosa Damascena (Rose) Extract",Rosa Damascena Flower Extract,Active,Moderate Risk,Single,0,High Risk,"Fragrance, Active",Can be irritating for sensitive skin,0,0.2,0.2,1,0.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-1,,-1,,0,,0.2,,0.2,"Fresh rose petals help reduce oiliness and tighten pores, making them effective in managing oily skin and reducing shine.",0.2,,0.2,,0.2,,-1,,-1,,-1,,0.2,
Rosa Damascena Flower Oil,"Rose Oil, Rose Flower Oil, Rosa Damascena Oil, Damask Rose Oil",Rosa Damascena Flower Oil,Active,Moderate Risk,Single,0,High Risk,"Fragrance, Active",Can be irritating for sensitive skin,1,0.2,0.2,0.2,0.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-1,,-1,,0,,0.2,,0.2,,0.2,"Rosa Damascena Flower Oil helps to improve skin elasticity and reduce the appearance of fine lines and wrinkles. It also provides antioxidant protection, promoting a smoother, more youthful complexion by enhancing skin regeneration and tone.",0.2,"Improves skin elasticity and firmness by promoting collagen production, and provides antioxidant protection to prevent sagging.",0.2,,-1,,-1,,-1,,0.2,"Rosa Damascena Flower Oil has anti-inflammatory and antimicrobial properties that help reduce the redness and swelling of blemishes. It also promotes healing, reducing the likelihood of scars."
Rose Absolute Essential Oil,"Rose oil, Rose Otto, Bulgarian rose oil, Rose Essential Oil, Absolute Rose Oil",Rosa Damascena Flower Oil,Active,Moderate Risk,Single,0,Moderate Risk,"Fragrance, Active","Rich in antioxidants and has soothing properties, helping to improve skin texture and reduce redness. Natural fragrance. Low risk of irritation",1,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-1,,0.2,,0,,0.2,,0.2,,0.2,"Rose absolute essential oil helps to firm and tone the skin, reducing the appearance of fine lines and wrinkles. It also has antioxidant properties that protect the skin from environmental damage, making the skin look more radiant and youthful.",0,"Helps firm and tone the skin by supporting collagen production and improving elasticity, with added antioxidant protection against environmental damage.",0.2,Rose Absolute Essential Oil helps improve skin texture by promoting collagen production and tightening the skin. It reduces the appearance of pores and leaves the skin looking smoother and more refined.,0.2,,0,,-1,,0.2,
Rose Oil,"Rose Otto Essential Oil, Rosa Damascena Oil, Rose Oil, Rose Flower Oil",Rosa Damascena Flower Oil,Active,Moderate Risk,Single,0,Low Risk,"Fragrance, Active",Generally non-irritating,1,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,,-1,,0,,0.2,,0.2,,0.2,"Rose oil helps to hydrate and nourish the skin, improving elasticity and reducing the appearance of fine lines and wrinkles. It also promotes skin regeneration, making the skin look smoother and more youthful.",0,"Promotes collagen production and improves skin elasticity, helping to firm and tone the skin, and protect against environmental factors that lead to sagging.",0,,0,,0,,0,,0,
Rose Hydrosol,"Rosa Damascena Flower Water, Rose Hydrosol, Rose Distillate, Rose Water",Rosa Damascena Flower Water,Active,Moderate Risk,Single,0,Low Risk,"Fragrance, Active","A gentle form of rose extract, suitable for sensitive skin.",0,0.2,0.2,1,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,,-1,,0,,0.2,,0.2,Rose hydrosol helps tone and balance oily skin by regulating sebum production. It’s effective in reducing shine and keeping the skin clear.,0.2,,0.2,,0,,0,,0,,0,,0,
Rosa rugosa,"Rose Extract, Rugosa Rose Extract, Japanese Rose Extract, Rosa Rugosa Oil",Rosa Rugosa Flower Extract,Active,Moderate Risk,Single,0,High Risk,"Active, Fragrance",Can be irritating for sensitive skin,0,0.2,0.2,1,0.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-1,,-1,,0,,0.2,,0.2,"Rosa rugosa helps balance sebum production and soothe the skin, making it effective in managing oily skin and reducing shine.",0.2,,0.2,,0.2,,-1,,-1,,-1,,0.2,
Rosemary,"Rosmarinus officinalis, Rosemary oil, Rosemary Leaf, Rosmarinus Officinalis Leaf",Rosmarinus Officinalis (Rosemary) Leaf,Active,Moderate Risk,Single,0,Moderate Risk,"Active, Antioxidant, Fragrance","Antioxidant, irritant, sensitizer, drying effect. Reduces oil production",0,0.2,-0.2,1,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-1,,0.2,,0.2,,-0.2,,1,"Rosemary helps regulate sebum production and reduce excess oil, making it effective in controlling shine and preventing acne.",-0.2,,0.2,,0.2,,0.2,,0.2,,-1,,0,
Organic Rosemary Leaf Extract,"Organic Rosmarinus Officinalis Extract, Organic Rosemary Leaf Extract, Organic Rosemary Oil Extract, Organic Rosemary Extract, Rosmarinus Officinalis Leaf Extract / Rosemary Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract ",Rosmarinus Officinalis (Rosemary) Leaf Extract,Active,Moderate Risk,Single,0,Moderate Risk,"Active, Antioxidant","Antioxidant, irritant, sensitizer, drying effect. Helps balance sebum production and keeps pores clear",0,0.2,-0.2,1,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-1,,0.2,,0.2,,-0.2,,1,"Organic rosemary leaf extract offers the same benefits as regular rosemary, with added purity. It helps balance oil production and keep oily skin clear.",0.2,,0.2,,0.2,"Rosemary leaf extract is known for its antimicrobial and antioxidant properties, which help clarify the skin and reduce the appearance of pores. It also improves circulation, promoting a smoother, more even skin texture by supporting healthy cell turnover and reducing congestion in the pores.",0.2,,0.2,,-1,,0.2,
Rosemary Extract,"Rosmarinus Officinalis Extract, Rosemary Leaf Extract, Rosemary Oil Extract, Rosemary Antioxidant, Rosemary extract, Rosmarinus extract",Rosmarinus Officinalis (Rosemary) Leaf Extract,Active,Moderate Risk,Single,0,Moderate Risk,"Active, Antioxidant","Antioxidant, irritant, sensitizer, drying effect. Helps balance sebum production and keeps pores clear",0,0.2,-0.2,1,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-1,,0.2,,0.2,,-0.2,,1,"Rosemary extract helps balance sebum production and reduce shine, making it effective in managing oily skin and preventing breakouts.",0.2,,0.2,,0.2,"Rosemary leaf extract is known for its antimicrobial and antioxidant properties, which help clarify the skin and reduce the appearance of pores. It also improves circulation, promoting a smoother, more even skin texture by supporting healthy cell turnover and reducing congestion in the pores.",0.2,,0.2,,-1,,0.2,
Rosmarinus Officinalis (Rosemary) Leaf Oil,"Rosemary oil, Rosmarinus oil, Rosemary essential oil, Rosmarinus Officinalis Leaf Oil / Rosemary Leaf Oil",Rosmarinus Officinalis (Rosemary) Leaf Oil,Active,Moderate Risk,Single,0,Moderate Risk,"Active, Antioxidant, Fragrance","Antioxidant, irritant, sensitizer, drying effect",1,0.2,-0.2,1,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-1,,0.2,,0.2,,-0.2,,1,"Rosemary leaf oil helps regulate oil production and reduce inflammation, making it effective in managing oily skin and preventing acne.",-0.2,,0.2,,0.2,,0.2,,0.2,,-1,,0,
Rubus Chamaemorus (Cloudberry) Fruit Extract,"Cloudberry Extract, Rubus Extract, Bakeapple Extract, Cloudberry Fruit Extract",Rubus Chamaemorus (Cloudberry) Fruit Extract,Active,Low Risk,Single,0,Low Risk,"Active, Antioxidant",Antioxidant,0,0.2,0.2,1,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,,0.2,,0.2,,0.2,,0.2,Cloudberry extract is rich in antioxidants and helps to balance sebum production while providing hydration. It’s effective in managing oily skin by reducing shine and maintaining a balanced complexion.,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,
Raspberry Seed Oil,"Rubus Idaeus Seed Oil, Raspberry Seed Oil, Rubus Idaeus Oil, Red Raspberry Seed Oil",Rubus Idaeus (Raspberry) Seed Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Antioxidant","Skin barrier protection, Antioxidant, Soothing",0,1,1,1,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Raspberry Seed Oil is rich in essential fatty acids and antioxidants, offering anti-inflammatory and soothing benefits. It helps protect the skin and reduce redness, making it suitable for rosacea-prone skin.",0.2,,0.2,,1,"Raspberry Seed Oil is rich in essential fatty acids and antioxidants, providing lightweight hydration that helps to treat dryness and protect the skin from environmental stressors. It’s effective in keeping the skin soft and hydrated.",0.2,"Raspberry seed oil is lightweight and helps to balance sebum production while providing hydration. It’s effective in managing oily skin without clogging pores, helping to reduce excess oil and maintain a clear complexion.",0.2,,0.2,,0.2,,0,,0.2,,0.2,,0,
Red Raspberry Seed Oil,"Rubus Idaeus Seed Oil, Raspberry Seed Oil, Rubus Idaeus Oil, Red Raspberry Seed Oil",Rubus Idaeus (Raspberry) Seed Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Antioxidant","Skin barrier protection, Antioxidant, Soothing",0,1,1,1,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Similar to raspberry seed oil, this oil helps soothe and reduce redness in rosacea-prone skin. It provides lightweight hydration and antioxidant protection.",0.2,,0.2,,1,"Similar to Raspberry Seed Oil, Red Raspberry Seed Oil provides hydration and nourishment to the skin, making it effective in treating dryness and protecting the skin from dehydration.",0.2,"Similar to raspberry seed oil, red raspberry seed oil helps to balance oil production and hydrate the skin. It’s effective in managing oily skin and reducing shine without clogging pores.",0.2,,0.2,,0.2,,0,,0.2,,0.2,,0,
Salicylic Acid,"2-Hydroxybenzoic acid, o-Hydroxybenzoic acid, Salicylate, Salicylic Acid",Salicylic Acid,Active,Moderate Risk,Single,0,Moderate Risk,"Active, Exfoliant","A beta hydroxy acid (BHA) used for exfoliation and acne treatment. While effective, it can be irritating, especially for sensitive or dry skin.",0,0.2,-0.2,1,1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-1,,1,"Salicylic acid is a beta hydroxy acid (BHA) that exfoliates the skin and penetrates pores, helping to clear out dead skin cells and reduce post-inflammatory hyperpigmentation. It’s particularly effective for treating dark spots caused by acne.",1,"Salicylic acid is a beta hydroxy acid (BHA) that penetrates deep into the pores to exfoliate and clear out dead skin cells, reducing the likelihood of clogged pores and acne. It’s highly effective in treating and preventing acne, especially blackheads and whiteheads.",-0.2,,1,"Salicylic acid is a beta hydroxy acid (BHA) that penetrates deep into the pores to exfoliate and clear out excess oil and dead skin cells. It’s highly effective in treating and preventing acne by keeping oily skin clear, balanced, and free of blockages that can lead to breakouts.",0,,0,,1,"Salicylic acid is a beta hydroxy acid (BHA) that penetrates deep into the pores to exfoliate and clear out impurities, reducing the appearance of pores and smoothing uneven skin texture. It’s highly effective in refining the skin’s surface.",1,"Salicylic acid is a beta hydroxy acid (BHA) that deeply exfoliates and clears excess oil and dead skin cells, highly effective in treating and preventing blackheads.",1,"Salicylic acid is a beta hydroxy acid (BHA) that exfoliates the skin, removing dead cells that contribute to a dull complexion. It penetrates deep into the pores, leaving the skin looking brighter and more refined.",-1,,0,
Salix Alba (Willow) Bark Extract,"White Willow Bark Extract, Willow Bark Extract, Salicin Extract, Willow Extract, Salix Nigra (Willow) Bark Extract",Salix Alba (Willow) Bark Extract,Active,Low Risk,Single,0,Moderate Risk,"Active, Antioxidant, Exfoliant",Antioxidant. Exfoliating properties. ,0,0.2,0.2,1,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,,0.2,,1,"Willow bark extract is a natural source of salicylic acid and helps to exfoliate the skin, reduce inflammation, and prevent acne. It’s effective in keeping pores clear and treating breakouts without being too harsh on the skin.",0.2,,1,"Willow bark extract is a natural source of salicylic acid and helps to exfoliate the skin, reducing excess oil and preventing clogged pores. It’s effective in managing oily skin by keeping pores clear and reducing the likelihood of breakouts.",0.2,,0,,0.2,,1,"Willow bark extract, a natural source of salicylic acid, exfoliates the skin and clears clogged pores, reducing blackheads.",0.2,,-1,,0,
Clary Sage Essential Oil,"Salvia sclarea oil, Clary oil, Sclareol, Clary Sage Oil, Clary Sage Leaf Oil",Salvia Sclarea (Clary) Oil,Active,Moderate Risk,Single,0,Moderate Risk,"Fragrance, Active",Helps regulate sebum production and has anti-inflammatory properties,1,0.2,0.2,1,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-1,,0.2,,0,,0.2,,1,"Clary sage essential oil helps to regulate sebum production and reduce excess oil, making it effective in managing oily skin and preventing acne. It is particularly useful for reducing shine and keeping the skin balanced.",0.2,,0.2,,0.2,,0.2,,0,,-1,,0.2,
Fusanus Spicatus Wood Oil,"Australian Sandalwood Oil, Spicatum oil, Santalum spicatum oil, Sandalwood Oil",Santalum Spicatum (Sandalwood) Oil,Active,Moderate Risk,Single,0,High Risk,"Fragrance, Active",Can be irritating for sensitive skin,0,0.2,0.2,0.2,0.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-1,,-1,,0,,0.2,,0.2,,0.2,,0,,0.2,,-1,,-1,,-1,,0,
Sarcosine,"N-Methylglycine, Methylaminoacetic acid, Sarcosinic acid, Sarcosine",Sarcosine,Inactive,Low Risk,Single,0,Low Risk,Active,Often included in formulations for oily and acne-prone skin due to its sebum-regulating properties. Could cause mild irritation in very sensitive skin,0,0,0,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes/No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0.2,"Sarcosine helps regulate sebum production and reduce the appearance of enlarged pores, making it beneficial for acne-prone skin. It helps to balance oil production and prevent breakouts.",0,,1,"Sarcosine helps to regulate sebum production and reduce the appearance of enlarged pores. It’s beneficial for oily skin by balancing oil production and preventing breakouts, helping to maintain a matte, clear complexion.",0.2,,0.2,,0.2,,0.2,"Sarcosine regulates sebum production and reduces enlarged pores, helping to prevent clogged pores and blackheads.",0.2,,0,,0.2,
Sclerotium Gum,"Scleroglucan, Sclerotium Glucan, Sclerotium Rolfsii Gum, Sclerotium Gum",Sclerotium Gum,Inactive,Low Risk,Single,0,Low Risk,"Thickener, Stabilizer",Natural thickener. Low risk of irritation,1,0,0.2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,Sclerotium Gum is a natural thickener and stabilizer used in skincare formulations. It does not have direct benefits for treating rosacea but is generally safe for sensitive skin and does not exacerbate the condition.,0,Tetrahexyldecyl Ascorbate is a fat-soluble form of Vitamin C that penetrates deeply into the skin. It helps to brighten the skin and reduce hyperpigmentation by inhibiting melanin production. It’s effective for evening out skin tone and fading dark spots.,0.2,,0.2,,0,,0,,0,,0,,0,,0,,0,,0,
Sesame Oil,"Sesamum Indicum Seed Oil, Sesame Seed Oil, Sesamum Oil, Sesame Oil",Sesamum Indicum (Sesame) Seed Oil,Active,Moderate Risk,Single,0,Low Risk,"Emollient, Antioxidant","Skin barrier protection, Moisturizing, Antioxidant",0,0.2,1,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0.2,,0.2,,0.2,,1,"Sesame Oil is a rich, nourishing oil that helps to hydrate and soften the skin. It’s effective in treating dryness by providing deep moisture and improving skin texture.",-0.2,,0.2,,0.2,,-1,,0,,0.2,,0.2,,-0.2,
Silica,"Silicon dioxide, Quartz, Diatomaceous earth, Silica",Silica,Inactive,Low Risk,Single,0,Low Risk,"Thickener, Texture Enhancer",A mineral-based thickener that is non-irritating,0,0,-0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,0,,0,,-0.2,,0.2,,0,,0,,0,,0,,0,,0,,0,
Jojoba,"Simmondsia chinensis seed oil, Jojoba Oil, Simmondsia Chinensis Oil, Buxus Chinensis Oil, Jojoba Seed Oil",Simmondsia Chinensis (Jojoba) Seed Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Texture Enhancer","Skin barrier protection, Moisturizing, Soothing",2,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,1,"Jojoba Oil mimics the skin’s natural sebum, providing lightweight hydration that helps to balance moisture levels in the skin. It’s effective in treating dryness without clogging pores, making the skin soft and hydrated.",1,"Jojoba oil mimics the skin’s natural sebum, providing hydration while helping to regulate oil production. It’s effective in balancing oily skin by reducing shine and keeping pores clear, preventing excess oiliness.",0.2,,0.2,,0.2,"Jojoba oil helps balance oil production and smooth uneven skin texture. It mimics the skin’s natural sebum, which helps to keep pores clear and the skin refined.",0,,0.2,,0.2,,0.2,
Organic Jojoba Oil,"Organic Simmondsia Chinensis (Jojoba) Seed Oil, Organic Jojoba Oil, Organic Jojoba Seed Oil, Organic Jojoba Oil (Simmondsia chinensis)",Simmondsia Chinensis (Jojoba) Seed Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Texture Enhancer","Skin barrier protection, Moisturizing, Soothing",2,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,1,"Similar to regular Jojoba Oil, Organic Jojoba Oil provides lightweight hydration with added purity, making it effective in treating dryness and maintaining soft, smooth skin.",1,"Similar to regular jojoba oil, organic jojoba oil provides hydration and helps to regulate oil production, making it effective in managing oily skin without clogging pores. It balances moisture levels and reduces excess shine.",0.2,,0.2,,0.2,"Similar to regular jojoba oil, organic jojoba oil helps balance oil production and smooth uneven skin texture, with added purity. It keeps pores clear and the skin looking refined.",0,,0.2,,0.2,,0.2,
